freq_Hz,measured_mag,measured_phase_rad,fit_mag
97700,0.261677,1.815904,0.267057261153882
97900,0.271902,1.805404,0.266530484390571
98100,0.269196,1.825154,0.266005741861472
98300,0.267715,1.837201,0.265483022062675
98500,0.253094,-1.385366,0.264962313574587
98700,0.263835,-1.329149,0.264443605061197
98900,0.257046,-1.316896,0.263926885269328
99100,0.255254,1.864961,0.263412143027911
99300,0.250245,1.850401,0.262899367247261
99500,0.257575,-1.277477,0.262388546918361
99700,0.255173,1.809406,0.261879671112152
99900,0.261128,-1.309362,0.261372728978834
